qid,count,majority,label
correresmidestino.com,4,,"[3, 1, 7, 5]"
www.marketviewliquor.com,4,,"[3, 10, 1, 4]"
money.com,4,,"[8, 4, 1, 6]"
yoagents.digitalxte.it,4,,"[8, 2, 5, 4]"
persianmama.com,4,,"[3, 10, 4, 8]"
chewtheworld.com,4,,"[10, 8, 3, 9]"
www.wellplated.com,4,,"[1, 5, 7, 2]"
thebluebirdsarenesting.blogspot.com,4,,"[3, 4, 1, 5]"
amazingribs.com,4,,"[3, 10, 9, 5]"
blog.dce.harvard.edu,4,,"[9, 3, 7, 12]"
www.evictedbook.com,4,,"[7, 3, 2, 5]"
infolific.com,4,,"[9, 1, 5, 3]"
www.boundless.com,4,,"[9, 8, 3, 11]"
www.elderlawanswers.com,4,,"[5, 4, 0, 9]"
www.elastic.co,4,,"[9, 8, 2, 13]"
www.angieslist.com,4,,"[13, 3, 9, 10]"
www.ghostlyactivities.com,4,,"[10, 1, 3, 2]"
www.policygenius.com,4,,"[5, 10, 1, 0]"
www.downsizinggovernment.org,4,,"[0, 3, 9, 5]"
www.daveramsey.com,4,,"[1, 9, 3, 6]"
www.aei.org,4,,"[5, 2, 1, 8]"
www.seriouseats.com,4,,"[10, 7, 1, 9]"
www.valuepenguin.com,4,,"[11, 3, 1, 9]"
www.realself.com,4,,"[11, 0, 7, 2]"
www.styled247.com,4,,"[4, 9, 10, 7]"
goodmenproject.com,4,,"[10, 4, 7, 9]"
thegatewayonline.ca,4,,"[1, 9, 10, 7]"
www.liveabout.com,4,,"[10, 4, 5, 7]"
blog.hubspot.com,4,,"[4, 5, 6, 3]"
www.healthguidance.org,4,,"[9, 7, 3, 10]"
mahmood.tv,4,,"[5, 9, 7, 3]"
australiannationalreview.com,4,,"[1, 7, 0, 4]"
techcrunch.com,4,,"[7, 8, 9, 0]"
ell.stackexchange.com,4,,"[6, 11, 12, 1]"
www.canadavisa.com,4,,"[10, 11, 2, 5]"
michaelhyatt.com,4,,"[1, 10, 0, 3]"
www.tlnt.com,4,,"[7, 6, 9, 2]"
www.childtrends.org,4,,"[8, 5, 2, 1]"
theatheistconservative.com,4,,"[1, 4, 8, 3]"
www.migrationpolicy.org,4,,"[7, 5, 0, 2]"
bwsr.state.mn.us,4,,"[1, 2, 10, 12]"
www.exberliner.com,4,,"[7, 1, 9, 3]"
metrocosm.com,4,,"[7, 5, 9, 3]"
www.furtherfield.org,4,,"[8, 10, 3, 5]"
baselinescenario.com,4,,"[6, 10, 3, 1]"
www.oneyoungworld.com,4,,"[9, 4, 12, 3]"
gaming.stackexchange.com,4,,"[8, 6, 10, 11]"
feedback.minecraft.net,4,,"[9, 7, 6, 8]"
www.techwalla.com,4,,"[1, 8, 9, 5]"
www.auntyflo.com,4,,"[9, 4, 8, 7]"
journal.classiccars.com,4,,"[8, 7, 12, 10]"
www.woodcraft.com,4,,"[8, 9, 4, 3]"
katherinemcgrawpatterson.com,4,,"[8, 7, 13, 3]"
www.pcgamer.com,4,,"[7, 9, 8, 10]"
beebom.com,4,,"[1, 7, 8, 9]"
www.brightpips.com,4,,"[8, 9, 3, 0]"
www.healthgrades.com,4,,"[7, 11, 1, 8]"
www.goarch.org,4,,"[0, 5, 1, 7]"
odpc.ucsf.edu,4,,"[4, 5, 8, 10]"
extension.oregonstate.edu,4,,"[8, 1, 9, 10]"
www.bobvila.com,4,,"[3, 8, 12, 9]"
www.homestratosphere.com,4,,"[7, 1, 4, 3]"
as.tufts.edu,4,,"[7, 2, 10, 9]"
www.tallahassee.com,4,,"[1, 3, 0, 5]"
www.ernarubin.org,4,,"[7, 12, 4, 3]"
scrapsfromtheloft.com,4,,"[2, 3, 9, 7]"
kuow.org,4,,"[12, 5, 10, 1]"
www.renewable-ei.org,4,,"[1, 9, 2, 8]"
explorable.com,4,,"[10, 8, 4, 9]"
digitalcommons.pace.edu,4,,"[2, 4, 1, 10]"
www.mondialisation.ca,4,,"[0, 1, 5, 9]"
tilosamericas.com,4,,"[0, 10, 3, 1]"
nextcity.org,4,,"[0, 10, 9, 7]"
www.welivesecurity.com,4,,"[8, 2, 6, 4]"
www.fixr.com,4,,"[9, 7, 12, 6]"
www.exploit-db.com,4,,"[2, 1, 5, 8]"
seattletransitblog.com,4,,"[12, 5, 9, 6]"
scholarlycommons.law.cwsl.edu,4,,"[3, 10, 12, 1]"
socialistworker.org,4,,"[5, 2, 7, 4]"
theweek.com,4,,"[5, 2, 0, 1]"
www.actuallyitsrobpentydotorg.com,4,,"[3, 0, 9, 12]"
www.mymove.com,4,,"[10, 7, 1, 3]"
www.dailywritingtips.com,4,,"[11, 12, 7, 3]"
www.law.umich.edu,4,,"[5, 10, 9, 7]"
www.jammersreviews.com,4,,"[7, 9, 4, 1]"
web.kitsapsun.com,4,,"[3, 0, 10, 5]"
www.aol.com,4,,"[9, 3, 11, 5]"
lovestrategies.com,4,,"[7, 4, 1, 10]"
blog.ed.gov,4,,"[5, 1, 3, 10]"
religiouslyincorrect.com,4,,"[9, 3, 13, 10]"
alcoholrehab.com,4,,"[10, 3, 12, 8]"
www2.law.columbia.edu,4,,"[7, 10, 2, 1]"
workology.com,4,,"[6, 11, 2, 12]"
www.stuff.co.nz,4,,"[5, 1, 12, 3]"
academic.udayton.edu,4,,"[0, 5, 10, 7]"
nypost.com,4,,"[0, 10, 2, 4]"
encyclopedia.ushmm.org,4,,"[8, 10, 6, 1]"
4w.pub,4,,"[12, 2, 7, 5]"
thesocietypages.org,4,,"[3, 8, 5, 7]"
www.mommyish.com,4,,"[13, 5, 8, 7]"
slife.org,4,,"[8, 5, 10, 7]"
www.portlandoregon.gov,4,,"[0, 3, 10, 1]"
psychiatryonline.org,4,,"[1, 2, 3, 4]"
www.bmj.com,4,,"[2, 3, 12, 4]"
www.verywellhealth.com,4,,"[10, 1, 8, 3]"
athealth.com,4,,"[4, 3, 10, 5]"
osse.dc.gov,4,,"[0, 3, 2, 4]"
www.politico.eu,4,,"[2, 9, 5, 0]"
www.akroshair.com.tw,4,,"[1, 11, 3, 4]"
www.marines.mil,4,,"[4, 12, 9, 1]"
www.mandley.com,4,,"[8, 3, 0, 5]"
www.ucl.ac.uk,4,,"[4, 0, 1, 10]"
www.xdcam-user.com,4,,"[10, 8, 0, 9]"
www.undp.org,4,,"[7, 1, 3, 9]"
www.darkmoon.me,4,,"[2, 3, 4, 8]"
worldwidescience.org,4,,"[12, 1, 3, 8]"
www.socialwatch.org,4,,"[5, 4, 11, 1]"
www.vidhikarya.com,4,,"[4, 10, 12, 9]"
eh.net,4,,"[10, 5, 9, 1]"
www.mitpressjournals.org,4,,"[3, 1, 9, 4]"
www.soundunlimited.co.uk,4,,"[8, 10, 7, 12]"
theacousticguitarist.com,4,,"[8, 9, 3, 5]"
www.drstrings.com,4,,"[4, 5, 1, 7]"
ww.articlevprojecttorestoreliberty.com,4,,"[1, 4, 8, 5]"
www.ewtn.com,4,,"[4, 5, 7, 10]"
www.thalesgroup.com,4,,"[4, 9, 2, 5]"
www.etuc.org,4,,"[1, 2, 9, 0]"
www.paulweiss.com,4,,"[3, 5, 7, 2]"
www.cbi.org.uk,4,,"[4, 6, 9, 2]"
www.justice-integrity.org,4,,"[2, 4, 5, 0]"
indpaedia.com,4,,"[10, 2, 3, 13]"
culturaldiplomacy.org,4,,"[10, 8, 3, 1]"
www.dnevnik.bg,4,,"[8, 0, 3, 2]"
stopthedrugwar.org,4,,"[11, 10, 5, 4]"
wptavern.com,4,,"[5, 8, 12, 4]"
sohscollegewriting.wordpress.com,4,,"[7, 1, 9, 8]"
www.deliverlean.com,4,,"[7, 9, 1, 4]"
doctor.ndtv.com,4,,"[4, 9, 5, 10]"
csgv2.blogspot.com,4,,"[3, 10, 13, 9]"
www.churchmilitant.com,4,,"[0, 1, 3, 12]"
www.marxist.com,4,,"[5, 7, 3, 11]"
www.exploregod.com,4,,"[12, 5, 7, 4]"
www.usip.org,4,,"[4, 2, 3, 5]"
blogs.voanews.com,4,,"[4, 7, 0, 10]"
www.greatschools.org,4,,"[10, 4, 9, 5]"
www.ncsbn.org,4,,"[0, 2, 7, 9]"
www.seas.harvard.edu,4,,"[2, 9, 7, 1]"
empoweredsustenance.com,4,,"[9, 8, 5, 7]"
treasury.gov.au,4,,"[10, 1, 2, 3]"
itif.org,4,,"[10, 5, 9, 7]"
www.whatchristianswanttoknow.com,4,,"[9, 11, 0, 10]"
ir.library.louisville.edu,4,,"[7, 12, 1, 2]"
www.thetrevorproject.org,4,,"[12, 7, 4, 3]"
danwang.co,4,,"[9, 1, 3, 8]"
leewoof.org,4,,"[3, 9, 8, 2]"
www.theinertia.com,4,,"[7, 5, 4, 6]"
www.racialcompact.com,4,,"[3, 12, 10, 2]"
pedestrianobservations.com,4,,"[0, 3, 2, 5]"
vinepair.com,4,,"[7, 3, 0, 4]"
www.conspireforchange.org,4,,"[9, 10, 5, 2]"
www.centreforcities.org,4,,"[10, 3, 5, 6]"
orthoinfo.aaos.org,4,,"[8, 9, 11, 10]"
www.christianpost.com,4,,"[10, 12, 3, 7]"
news.gallup.com,4,,"[1, 7, 0, 5]"
www.beyondintractability.org,4,,"[7, 10, 12, 5]"
www.ilcorrieredelgiorno.it,4,,"[0, 5, 13, 10]"
www.lib.latrobe.edu.au,4,,"[10, 9, 1, 4]"
www.starwarsringtheory.com,4,,"[5, 9, 8, 4]"
azslide.com,4,,"[5, 0, 10, 1]"
ndupress.ndu.edu,4,,"[9, 5, 1, 10]"
propertarianinstitute.com,4,,"[4, 6, 10, 2]"
www.marxists.org,4,,"[10, 1, 4, 2]"
khn.org,4,,"[0, 9, 1, 2]"
history.state.gov,4,,"[3, 9, 4, 10]"
deepblue.lib.umich.edu,4,,"[10, 4, 8, 1]"
fileserver.idpc.net,4,,"[2, 13, 3, 10]"
idhdp.com,4,,"[5, 4, 0, 1]"
educationvotes.nea.org,4,,"[3, 10, 7, 9]"
www.mckinsey.com,4,,"[10, 8, 3, 0]"
www.epa.gov,4,,"[10, 1, 4, 8]"
theness.com,4,,"[9, 6, 2, 7]"
www.universeguide.com,4,,"[1, 7, 10, 2]"
forums.catholic.com,4,,"[13, 10, 12, 7]"
enveurope.springeropen.com,4,,"[13, 1, 8, 0]"
www.usccb.org,4,,"[9, 4, 1, 7]"
www.ign.com,4,,"[1, 0, 7, 10]"
www.gospelway.com,4,,"[3, 9, 8, 7]"
todayinsci.com,4,,"[1, 8, 10, 4]"
www.smcisd.net,4,,"[9, 4, 10, 1]"
web.simmons.edu,4,,"[5, 1, 7, 10]"
www.ox.ac.uk,4,,"[8, 0, 9, 1]"
www.hoover.org,4,,"[12, 1, 5, 3]"
www.toptenz.net,4,,"[0, 9, 12, 3]"
www.studyinternational.com,4,,"[0, 5, 4, 9]"
www.bcg.com,4,,"[7, 4, 1, 6]"
gizmodo.com,4,,"[2, 0, 8, 7]"
notjustcute.com,4,,"[1, 4, 12, 3]"
aporia.byu.edu,4,,"[7, 10, 9, 3]"
www.equalityhumanrights.com,4,,"[6, 5, 10, 1]"
www.jacobinmag.com,4,,"[3, 5, 9, 12]"
www2.palomar.edu,4,,"[10, 1, 4, 7]"
assembly.coe.int,4,,"[2, 9, 10, 0]"
shura.shu.ac.uk,4,,"[4, 9, 10, 1]"
rarediseases.info.nih.gov,4,,"[9, 5, 4, 8]"
www.projectknow.com,4,,"[1, 4, 10, 5]"
thelab.bleacherreport.com,4,,"[9, 5, 2, 10]"
www.unesco.org,4,,"[11, 4, 7, 1]"
www.xactlycorp.com,4,,"[5, 6, 3, 1]"
www.digitaltrends.com,4,,"[2, 8, 5, 10]"
www.opm.gov,4,,"[2, 3, 9, 6]"
commonground-usa.net,4,,"[10, 9, 3, 7]"
www.iwa.wales,4,,"[9, 2, 5, 3]"
www.edf.org,4,,"[10, 5, 1, 2]"
www.tcd.ie,4,,"[1, 5, 6, 7]"
www.huschblackwell.com,4,,"[10, 0, 1, 5]"
www.debatingeurope.eu,4,,"[12, 10, 5, 1]"
unevenearth.org,4,,"[9, 5, 2, 3]"
www.marcandangel.com,4,,"[7, 4, 3, 1]"
www.aidsmap.com,4,,"[7, 1, 0, 10]"
columbialawreview.org,4,,"[1, 2, 4, 5]"
towardsdatascience.com,4,,"[10, 6, 7, 8]"
thespinoff.co.nz,4,,"[5, 0, 6, 9]"
brilliantmaps.com,4,,"[1, 5, 12, 10]"
www.usu.edu,4,,"[9, 10, 7, 2]"
www.cer.eu,4,,"[5, 1, 10, 2]"
www.realclearworld.com,4,,"[1, 4, 3, 5]"
www.oregon.gov,4,,"[5, 2, 8, 9]"
github.blog,4,,"[6, 8, 4, 7]"
wildwelfare.org,4,,"[9, 5, 2, 4]"
movingtolearn.ca,4,,"[5, 3, 10, 6]"
www.socialvibes.net,4,,"[10, 2, 9, 5]"
www.dreamhost.com,4,,"[10, 0, 3, 8]"
www.5pointslaw.com,4,,"[5, 11, 7, 0]"
thehumanist.com,4,,"[7, 9, 5, 0]"
doczz.net,4,,"[11, 9, 8, 10]"
sharpexperts.com,4,,"[9, 11, 3, 7]"
healthcare.procon.org,4,,"[3, 2, 4, 1]"
www.icrc.org,4,,"[2, 1, 10, 4]"
www.hellinger.com,4,,"[4, 10, 3, 8]"
documentop.com,4,,"[10, 3, 1, 4]"
www.reconnectwithnature.org,4,,"[5, 9, 7, 4]"
www.dndbeyond.com,4,,"[12, 1, 9, 7]"
www.kingsfund.org.uk,4,,"[8, 4, 3, 9]"
www.cayuga-cc.edu,4,,"[8, 10, 1, 13]"
www.guttmacher.org,4,,"[7, 4, 0, 1]"
www.bestcollegereviews.org,4,,"[9, 1, 5, 7]"
www.brown.edu,4,,"[7, 0, 10, 2]"
yastreblyansky.blogspot.com,4,,"[10, 3, 12, 7]"
www.worldanimalfoundation.net,4,,"[1, 5, 8, 9]"
www.ccsdut.org,4,,"[4, 10, 0, 2]"
grants.nih.gov,4,,"[7, 10, 5, 6]"
www.palestinehome.org,4,,"[5, 7, 0, 10]"
georgetownvoice.com,4,,"[0, 9, 4, 7]"
www.grin.com,4,,"[12, 3, 10, 1]"
freopp.org,4,,"[8, 5, 0, 1]"
www.krazykioti.com,4,,"[9, 3, 1, 12]"
www.creativespirits.info,4,,"[10, 7, 1, 8]"
www.slashfilm.com,4,,"[7, 4, 0, 3]"
www.prageru.com,4,,"[1, 10, 2, 5]"
www.biblequery.org,4,,"[11, 3, 4, 7]"
www.denisonforum.org,4,,"[7, 11, 9, 13]"
www.jasonstaples.com,4,,"[11, 4, 6, 7]"
www.refinery29.com,4,,"[3, 5, 0, 11]"
borgenproject.org,4,,"[9, 8, 2, 5]"
caselaw.findlaw.com,4,,"[4, 10, 5, 1]"
blog.amnestyusa.org,4,,"[0, 7, 3, 1]"
lanic.utexas.edu,4,,"[3, 10, 1, 7]"
glasstire.com,4,,"[5, 9, 1, 0]"
worldbuilding.stackexchange.com,4,,"[11, 8, 10, 12]"
www.beckershospitalreview.com,4,,"[12, 10, 4, 6]"
www.etoro.com,4,,"[0, 6, 5, 7]"
www.asil.org,4,,"[2, 10, 9, 1]"
csrs.nd.edu,4,,"[8, 4, 10, 1]"
shareok.org,4,,"[10, 6, 8, 1]"
www.gardenerreport.com,4,,"[1, 5, 9, 2]"
www.informationphilosopher.com,4,,"[9, 3, 10, 4]"
falkvinge.net,4,,"[4, 10, 13, 0]"
kennedysandking.com,4,,"[0, 3, 1, 9]"
reasonandmeaning.com,4,,"[3, 1, 9, 4]"
libertarianinstitute.org,4,,"[7, 0, 1, 5]"
eur-lex.europa.eu,4,,"[5, 10, 2, 9]"
www.nctm.org,4,,"[9, 11, 13, 3]"
www.humanite.fr,4,,"[0, 5, 1, 7]"
www.st-v-sw.net,4,,"[9, 7, 8, 12]"
www.palmyria.co.uk,4,,"[1, 3, 10, 12]"
scholarship.law.upenn.edu,4,,"[10, 7, 4, 1]"
www.torquecars.com,4,,"[10, 9, 0, 12]"
www.gender-focus.com,4,,"[5, 10, 1, 3]"
kaosenlared.net,4,,"[2, 5, 10, 9]"
www.biodiversivist.com,4,,"[3, 8, 10, 2]"
www.medicaldaily.com,4,,"[2, 0, 4, 1]"
d2osdnqd2igqfx.cloudfront.net,4,,"[2, 3, 7, 13]"